000703d7,0.0,0.0,582.0,848.0,882.0,785.0,810.0,724.0,719.0,664.0,744.0,724.0,776.0,695.0,662.0,1018.0,1939.0,2176.0,1858.0,3027.0,3335.0,1823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,1213.0,1625.0,1568.0,1442.0,1454.0,1742.0,2163.0,2136.0,1984.0,1936.0,2243.0,2058.0,1754.0,856.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0
000d18c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.0,2945.0,2292.0,607.0,522.0,696.0,686.0,1787.0,3034.0,3543.0,2545.0,2031.0,1464.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,947.0,955.0,861.0,836.0,1110.0,1210.0,1229.0,1137.0,1160.0,1192.0,1134.0,1149.0,1298.0,1603.0,1672.0,1753.0,2073.0,1645.0,374.0,0.0,0.0,0.0,0.0,0.0
00148e82,0.0,0.0,456.0,666.0,739.0,788.0,884.0,934.0,942.0,971.0,1081.0,2023.0,2348.0,2227.0,1951.0,1933.0,2109.0,2189.0,2341.0,2843.0,2753.0,1323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,1683.0,2313.0,2089.0,1871.0,1686.0,1729.0,1905.0,2518.0,3050.0,2937.0,2268.0,1369.0,1173.0,1246.0,1741.0,1299.0,153.0,0.0,0.0,0.0,0.0
001d4baa,0.0,0.0,430.0,361.0,518.0,496.0,488.0,490.0,480.0,421.0,488.0,488.0,558.0,2214.0,3282.0,2086.0,2008.0,1226.0,1009.0,1603.0,2647.0,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,2635.0,3723.0,1915.0,1287.0,1310.0,1368.0,1142.0,1024.0,881.0,878.0,915.0,878.0,954.0,957.0,1295.0,1181.0,217.0,0.0,0.0,0.0
001da193,0.0,0.0,0.0,0.0,0.0,385.0,1919.0,3130.0,2306.0,983.0,622.0,1330.0,2989.0,3603.0,3256.0,1868.0,987.0,817.0,835.0,1005.0,1331.0,2221.0,2626.0,1635.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.0,1988.0,1687.0,1373.0,1356.0,1376.0,1646.0,2337.0,2088.0,1968.0,2047.0,2229.0,2190.0,2153.0,1839.0,1543.0,1503.0,1779.0,1374.0,587.0,0.0,0.0,0.0
001fdcb9,0.0,0.0,0.0,0.0,1783.0,2935.0,3462.0,3527.0,2758.0,1646.0,1280.0,1399.0,1535.0,1674.0,1687.0,1763.0,1705.0,1701.0,3866.0,4578.0,4596.0,4316.0,3374.0,1928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,1271.0,2568.0,3118.0,3338.0,3459.0,3777.0,4119.0,4376.0,4542.0,4298.0,3835.0,3394.0,2529.0,1156.0,1204.0,1129.0,1073.0,821.0,581.0,0.0,0.0
00208431,0.0,0.0,0.0,0.0,0.0,84.0,1277.0,2103.0,1746.0,1548.0,1460.0,1489.0,1332.0,1325.0,1308.0,1348.0,1392.0,1475.0,1596.0,1836.0,2815.0,1951.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0,2241.0,2080.0,1565.0,1291.0,1225.0,1003.0,1092.0,1115.0,884.0,586.0,554.0,718.0,729.0,1161.0,1436.0,2123.0,2628.0,1973.0,604.0,0.0,0.0,0.0
002498a0,0.0,0.0,0.0,488.0,1348.0,2025.0,1994.0,1273.0,724.0,767.0,657.0,753.0,826.0,910.0,1024.0,1434.0,1919.0,3022.0,3953.0,3381.0,1795.0,937.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,1091.0,1309.0,1448.0,1436.0,1332.0,1765.0,2040.0,2599.0,2917.0,2994.0,2951.0,2382.0,1525.0,793.0,517.0,448.0,413.0,433.0,226.0,0.0,0.0
00265305,0.0,0.0,0.0,0.0,0.0,0.0,752.0,1456.0,1516.0,1580.0,1590.0,1516.0,1561.0,1738.0,2761.0,2811.0,2105.0,950.0,757.0,757.0,861.0,939.0,930.0,866.0,866.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,2222.0,2691.0,2405.0,877.0,551.0,1398.0,2795.0,3350.0,3975.0,3024.0,2249.0,945.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00306b93,0.0,0.0,478.0,799.0,923.0,749.0,677.0,874.0,772.0,771.0,787.0,1441.0,2981.0,2878.0,1980.0,1573.0,1297.0,1447.0,1407.0,2698.0,2640.0,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,2457.0,3732.0,3898.0,3532.0,1819.0,1359.0,1233.0,1101.0,923.0,934.0,935.0,777.0,749.0,925.0,850.0,953.0,1148.0,425.0,25.0,0.0
