000020ac,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00002d40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00007903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00012697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0006259c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00090bdd,0.589212954044,0.0,0.194950968027,0.0,0.125064119697,0.0,0.0,0.0,0.0,0.0
000a3c4d,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
000a6a68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000b46d6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000d9a97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0010a828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0012ca67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0012edc8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00146075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
001518ed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0015aac8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00179996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0018703d,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001a111b,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
001ade62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001cb1d9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001dcfcc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
001f9f58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
001fd0f7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00224a98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0022f8c8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0023bbc0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0023e719,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0023f7fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0024597f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
002664f1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00267506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0028a913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
002a8dff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002b269a,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
002b9368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
002bdfd0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
002c0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
002c808f,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
002d7ef8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
002df216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
002dfc96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0030c286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00316648,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00318263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00320023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003347b0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00357b49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003849c4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0038ec14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003adead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
003c3962,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
003d5a12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
003deb09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
003e9164,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003ea6b5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
003eae3c,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0040d874,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0043454d,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0043dccb,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00448f5f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
004696d4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0047cb1c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0048fe27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004aa934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
004c3f84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
004c4ddf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
004d7322,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
004d8314,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004e78bf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00509f3c,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00525918,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0054250e,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00545fd1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0056c3a7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00573f98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0057e2e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
005b63ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
005c8f71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
005cc0a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
005ee654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0061ed86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00638de8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00664e46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
006774e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00679615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0067d2e4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0067ed4e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00684e48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0068b791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0068fca9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0069a70c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0069c2c8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
006ad17a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
006b8ca5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006c006b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
006fcf2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00709646,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0070fcc4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00713e49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00718f5c,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0073759f,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00748d30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0074cb56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00754629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007929ca,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007abb82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
007bbc52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007c5e19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007f09e1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00808e7e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00818516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00854593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0086d4b7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0086de2f,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00897c45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008ba914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
008dbc2e,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008de4ae,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008e9149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202180206776,0.0,0.796934843063
008efce6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
008f9ca7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0090eb86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0091bef1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
009221da,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0092288c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
009328ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00940dd2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00958bec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0095cebd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0097774e,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00983f31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
009889c9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00999581,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
009a4ea9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
009c9c36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
009eb9da,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
009f235e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
009fd06b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00a2bbfb,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00a3109e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00a37a59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00a53484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00a57e5c,0.0,0.412165999413,0.0,0.0,0.0,0.0,0.0,0.0,0.58289116621,0.0
00a66e40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00a7b3f5,0.0,0.0,0.0,0.0,0.0,0.0,0.359731286764,0.476646512747,0.0,0.0
00a87a1c,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00a8bf2d,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00a987cd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00a9f547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00aa99ac,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00aba723,0.0,0.0,0.0,0.0,0.0,0.145078569651,0.850997269154,0.0,0.0,0.0
00abc451,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ac4184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00ad15c4,0.0,0.170030131936,0.0,0.0,0.826299965382,0.0,0.0,0.0,0.0,0.0
00ad745b,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00ad7f95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00af4cec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00b09a41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00b18a47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00b2e189,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00b2fa3e,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00b32499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00b3bf0f,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00b4b9ff,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
